pub_id,author_s,year,article,journal,volume,pages,country,continent,animal,stage_life_m,lifespan_m,norm_age,bw_mean_kg,bw_sd_kg,sex,lactating,exp_id,model,study_id,treatment,potential_exposure_day,pfos_plasma_mean,pfos_plasma_sd,pfos_plasma_units,pfos_plasma_ns,pfos_liver_mean,pfos_liver_sd,pfos_liver_units,pfos_liver_ns,feed_intake_mean ,feed_intake_units,water_intake_mean,water_intake_units,pfos_exposure_level_mean,pfos_exposure_level_sd,pfos_exposure_level_units
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.054,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.057,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.025,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.033,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.041,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.18,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.051,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.047,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.038,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.043,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.054,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.035,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.03,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.04,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,36,273.6,0.131578947,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.04,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0047,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.005,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0063,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0075,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0071,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0068,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0049,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0072,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0066,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0063,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0056,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,60,240,0.25,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0074,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,5.00E-04,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0011,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0011,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,5.00E-04,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0012,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0011,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,5.00E-04,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,72,273.6,0.263157895,NA,NA,NA,NA,1,NA,10,CONEP,NA,0.0013,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.067,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.048,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.08,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.075,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.056,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.077,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.044,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.078,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.051,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.079,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.049,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.047,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.052,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.043,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Sheep,24,273.6,0.087719298,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.049,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.044,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.049,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.041,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.16,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.042,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.11,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.052,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.039,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.039,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.095,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.11,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.047,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.051,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.052,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,18,240,0.075,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.11,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,96,240,0.4,NA,NA,CM,NA,1,NA,10,CONEP,NA,0.54,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,96,240,0.4,NA,NA,CM,NA,1,NA,10,CONEP,NA,0.27,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,36,240,0.15,NA,NA,CM,NA,1,NA,10,CONEP,NA,0.091,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,6,240,0.025,NA,NA,CM,NA,1,NA,10,CONEP,NA,0.068,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,4,240,0.016666667,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.059,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,3,240,0.0125,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.069,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,3,240,0.0125,NA,NA,IF,NA,1,NA,10,CONEP,NA,0.14,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
10,Mikkonen et al.,2023,Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures,Environmental research,225,14-Jan,Australia,AUS,Cattle,3,240,0.0125,NA,NA,CM,NA,1,NA,10,CONEP,NA,0.048,NA,ug/mL,1,NA,NA,NA,NA,NA,kg/d,NA,L/d,NA,NA,ug/kg bw
