"pub_id","author_s","year","article","journal","volume","pages","country","continent","animal","breed","stage_life_m","lifespan_m","norm_age","bw_mean_kg","bw_sd_kg","sex","lactating","article_id","model","exp_id","treatment","potential_exposure_day","pfos_plasma_mean","pfos_plasma_sd","pfos_plasma_units","pfos_plasma_ns"
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",38,2.325,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",41,2.29,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",44,1.954,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",47,1.927,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",50,1.927,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",32,1.862,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",35,1.927,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",38,1.763,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",41,1.803,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",44,2.169,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",47,1.944,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",50,1.838,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",32,2.357,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",35,2.551,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",38,2.888,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",41,2.723,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",44,2.933,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",47,2.484,NA,"ug/mL",1
2,"Kowalczyk et. al",2013,"Absorption, Distribution, and Milk Secretion of the Perfluoroalkyl Acids PFBS, PFHxS, PFOS, and PFOA by Dairy Cows Fed Naturally Contaminated Feed","Journal of Agricultural and Food Chemistry",61,"2903-2912","Germany","EU","Cattle","Holstein",NA,240,NA,583,31,"IF","Y",2,"FIX",3,"CANE",50,2.32,NA,"ug/mL",1
3,"Vestergren et. al",2013,"Bioaccumulation of Perfluoroalkyl Acids in Dairy Cows in a Naturally Contaminated Environment","Environmental Science and Pollution Research",20,"7959-7965","Sweden","EU","Cattle","Swedish Red",NA,240,NA,587,NA,"IF","Y",3,"FIX",1,"CAEP",NA,1e-04,1.9e-05,"ug/mL",92
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",6,240,0.025,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0262,0.0099,"ug/mL",4
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",7.5,240,0.031,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0208,0.0058,"ug/mL",8
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",10.5,240,0.044,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0331,0.0114,"ug/mL",9
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",13,240,0.054,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0516,0.0086,"ug/mL",16
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",30,240,0.125,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0618,NA,"ug/mL",1
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",35,240,0.146,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.083,0.022,"ug/mL",17
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",43,240,0.179,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.082,0.0143,"ug/mL",7
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",48,240,0.2,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0834,0.0281,"ug/mL",16
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",56,240,0.233,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0793,0.032,"ug/mL",7
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",61,240,0.254,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0827,0.0264,"ug/mL",15
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",69,240,0.288,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0766,0.0219,"ug/mL",4
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",74,240,0.308,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0747,0.0205,"ug/mL",19
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",82,240,0.342,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0729,0.0276,"ug/mL",6
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",87,240,0.363,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0706,0.015,"ug/mL",17
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",95,240,0.396,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0561,0.0107,"ug/mL",2
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",100,240,0.417,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0682,0.0157,"ug/mL",11
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",108,240,0.45,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0771,0.0655,"ug/mL",2
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",113,240,0.471,NA,NA,"IF","N",4,"FIX",1,"CAEP",NA,0.0964,NA,"ug/mL",1
4,"Lupton et. al",2022,"Plasma and Skin Per- and Polyfluoroalkyl Substance (PFAS) Levels in Dairy Cattle with Lifetime Exposures to PFAS-Contaminated Drinking Water and Feed","Journal of Agricultural and Food Chemistry",70,"15945-15954","United States","NAM","Cattle","Holstein",121,240,0.504,NA,NA,"IF","Y",4,"FIX",1,"CAEP",NA,0.0789,NA,"ug/mL",1
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Holstein",NA,240,NA,NA,NA,"IF","Y",5,"FIX",1,"CAEP",NA,0.002,NA,"ug/mL",5
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Holstein",NA,240,NA,NA,NA,"IF","Y",5,"FIX",1,"CAEP",NA,0.0051,NA,"ug/mL",20
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Holstein",NA,240,NA,NA,NA,"IF","Y",5,"FIX",1,"CAEP",NA,0.0042,NA,"ug/mL",13
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",17,240,0.07,NA,NA,"IF","N",5,"FIX",1,"CAEP",17,0.0027,NA,"ug/mL",2
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",71,240,0.3,NA,NA,"IM","N",5,"FIX",1,"CAEP",71,0.0023,NA,"ug/mL",4
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",8,240,0.03,NA,NA,"IM","N",5,"FIX",1,"CAEP",8,0.0015,NA,"ug/mL",5
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",20,240,0.08,NA,NA,"IF","N",5,"FIX",1,"CAEP",20,0.0044,NA,"ug/mL",5
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",NA,240,NA,NA,NA,"IM","N",5,"FIX",1,"CAEP",NA,0.0045,NA,"ug/mL",4
5,"Keerthi et. al",2008,"Species-specific concentrations of perfluoroalkyl contaminants in farm and pet animals in Japan","Chemosphere",73,"210-215","Japan","ASIA","Cattle","Japanese_black",144,240,0.6,NA,NA,"IF","N",5,"FIX",1,"CAEP",144,0.002,NA,"ug/mL",3
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.437,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,504,NA,"IF","N",6,"FIX",1,"CANE",NA,0.358,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.3065,0.004949747,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,534,NA,"IF","N",6,"FIX",1,"CANE",NA,0.289,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,552,NA,"IF","N",6,"FIX",1,"CANE",NA,0.2365,0.013435,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,614,NA,"IF","N",6,"FIX",1,"CANE",NA,0.153,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,656,NA,"IF","N",6,"FIX",1,"CANE",NA,0.071,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.319,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,338,NA,"IF","N",6,"FIX",1,"CANE",NA,0.268,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.264,0.007071,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,370,NA,"IF","N",6,"FIX",1,"CANE",NA,0.272,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,372,NA,"IF","N",6,"FIX",1,"CANE",NA,0.212,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,418,NA,"IF","N",6,"FIX",1,"CANE",NA,0.157,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,445,NA,"IF","N",6,"FIX",1,"CANE",NA,0.054,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.286,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,384,NA,"IF","N",6,"FIX",1,"CANE",NA,0.2155,0.004949,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.164,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,424,NA,"IF","N",6,"FIX",1,"CANE",NA,0.187,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,434,NA,"IF","N",6,"FIX",1,"CANE",NA,0.117,0.012728,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,482,NA,"IF","N",6,"FIX",1,"CANE",NA,0.075,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,534,NA,"IF","N",6,"FIX",1,"CANE",NA,0.0331,7.1e-05,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.314,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,500,NA,"IF","N",6,"FIX",1,"CANE",NA,0.2845,0.009192,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.228,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,522,NA,"IF","N",6,"FIX",1,"CANE",NA,0.228,0.012738,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,534,NA,"IF","N",6,"FIX",1,"CANE",NA,0.174,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,566,NA,"IF","N",6,"FIX",1,"CANE",NA,0.14,0.015524,"ug/mL",3
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",18,240,0.075,632,NA,"IF","N",6,"FIX",1,"CANE",NA,0.065,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.2815,0.010607,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,410,NA,"IF","N",6,"FIX",1,"CANE",NA,0.234,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,NA,NA,"IF","N",6,"FIX",1,"CANE",NA,0.22,NA,"ug/mL",1
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,420,NA,"IF","N",6,"FIX",1,"CANE",NA,0.194,0.012728,"ug/mL",2
6,"Drew et al. ",2021,"Half-lives of several polyfluoroalkyl substances (PFAS) in cattle serum and tissues","Food Additives and Contaminants ",39,"320-340","Australia","AUS","Cattle","Belted_Galloway",17,240,0.071,426,NA,"IF","N",6,"FIX",1,"CANE",NA,0.156,NA,"ug/mL",1
