"pub_id","author_s","year","article","journal","volume","pages","country","continent","animal","breed","stage_life_m","lifespan_m","norm_age","bw_mean_kg","bw_sd_kg","sex","lactating","article_id","model","exp_id","treatment","potential_exposure_day","pfos_plasma_mean","pfos_plasma_sd","pfos_plasma_units","pfos_plasma_ns"
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,28.93,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,36.99,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,3.97,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,25.61,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,34.75,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,54.1,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,43.56,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,63.51,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,34.01,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,46.17,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,50.46,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,71.37,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,38.7,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,36.92,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,32.58,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,35.93,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,30.41,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,31.23,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,27.46,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,12.34,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,17.27,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,19.03,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,12.2,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,9.52,NA,"ug/mL",1
8,"Lupton et al.",2015,"Perfluorooctane Sulfonate Plasma Half-Life Determination and LongTerm Tissue Distribution in Beef Cattle (Bos taurus)","Journal of Agricultural and Food Chemistry",63,"10988-10994","United States","NAM","Cattle",NA,NA,240,NA,308.1,29.9,"IF","N",8,"FIX",1,"CLAEP",1,9.11,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",28.8,240,0.12,NA,NA,"IF","N",9,"FIX",1,"CAEP",864,0.3703,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",44.4,240,0.19,NA,NA,"IF","N",9,"FIX",1,"CAEP",1332,0.3946,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",42,240,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1260,0.3909,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",18,240,0.08,NA,NA,"IF","N",9,"FIX",1,"CAEP",540,0.3139,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",44.4,240,0.19,NA,NA,"IF","N",9,"FIX",1,"CAEP",1332,0.5077,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",18,240,0.08,NA,NA,"IF","N",9,"FIX",1,"CAEP",540,0.3189,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",37.2,240,0.16,NA,NA,"IF","N",9,"FIX",1,"CAEP",1116,0.3702,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",45.6,240,0.19,NA,NA,"IF","N",9,"FIX",1,"CAEP",1368,0.4552,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",16.8,240,0.07,NA,NA,"IF","N",9,"FIX",1,"CAEP",504,0.2864,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",147.6,240,0.62,NA,NA,"IF","N",9,"FIX",1,"CAEP",4428,0.3266,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",38.4,240,0.16,NA,NA,"IF","N",9,"FIX",1,"CAEP",1152,0.4267,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",16.2,240,0.07,NA,NA,"IF","N",9,"FIX",1,"CAEP",486,0.3262,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",42,240,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1260,0.4091,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"IF","N",9,"FIX",1,"CAEP",720,0.4374,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",16.8,240,0.07,NA,NA,"CM","N",9,"FIX",1,"CAEP",504,0.3293,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",18,240,0.08,NA,NA,"CM","N",9,"FIX",1,"CAEP",540,0.4026,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",24,240,0.1,NA,NA,"CM","N",9,"FIX",1,"CAEP",720,0.2773,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",90,240,0.38,NA,NA,"IF","N",9,"FIX",1,"CAEP",2700,0.4042,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",16.8,240,0.07,NA,NA,"IF","N",9,"FIX",1,"CAEP",504,0.2888,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",147.6,240,0.62,NA,NA,"IF","N",9,"FIX",1,"CAEP",4428,1,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",120,240,0.5,NA,NA,"IF","N",9,"FIX",1,"CAEP",3600,0.92,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",168,240,0.7,NA,NA,"IF","N",9,"FIX",1,"CAEP",5040,0.68,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",108,240,0.45,NA,NA,"IF","N",9,"FIX",1,"CAEP",3240,1.2,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",120,240,0.5,NA,NA,"IF","N",9,"FIX",1,"CAEP",3600,1.1,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",42,273.6,0.15,NA,NA,"IF","N",9,"FIX",1,"CAEP",1260,0.12,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",48,273.6,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1440,0.13,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",48,273.6,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1440,0.085,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",48,273.6,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1440,0.12,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",48,273.6,0.18,NA,NA,"IF","N",9,"FIX",1,"CAEP",1440,0.095,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",24,273.6,0.09,NA,NA,"IF","N",9,"FIX",1,"CAEP",720,0.248,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Sheep","Mixed",24,273.6,0.09,NA,NA,"IF","N",9,"FIX",1,"CAEP",720,0.235,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",6,240,0.03,NA,NA,"IF","N",9,"FIX",1,"CAEP",180,0.934,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",18,240,0.08,NA,NA,"IF","N",9,"FIX",1,"CAEP",540,1.672,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",6,240,0.03,NA,NA,"IF","N",9,"FIX",1,"CAEP",180,0.793,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",2,240,0.01,NA,NA,"IF","N",9,"FIX",1,"CAEP",60,0.609,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",20,240,0.08,NA,NA,"IF","N",9,"FIX",1,"CAEP",600,1.088,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",21.6,240,0.09,NA,NA,"IF","N",9,"FIX",1,"CAEP",648,1.669,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",5,240,0.02,NA,NA,"IF","N",9,"FIX",1,"CAEP",150,0.768,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",14,240,0.06,NA,NA,"IF","N",9,"FIX",1,"CAEP",420,1.501,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",13.2,240,0.06,NA,NA,"IF","N",9,"FIX",1,"CAEP",396,1.069,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",72,240,0.3,NA,NA,"IF","N",9,"FIX",1,"CAEP",2160,1.944,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",175,240,0.73,NA,NA,"IF","N",9,"FIX",1,"CAEP",5250,1.479,NA,"ug/mL",1
9,"R. Drew",2021,"Accumulation of PFAS by livestock – determination of transfer factors from water to serum for cattle and sheep in Australia ","Food Additives and Contaminants: Part A",38,"1897–1913","Australia","AUS","Cattle","Belted_Galloway",90,240,0.38,NA,NA,"IF","N",9,"FIX",1,"CAEP",2700,1.439,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",6,240,0.025,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1.2,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",NA,240,NA,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,2.5,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",17,240,0.0708333333333333,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,2.2,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",90,240,0.375,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,1.8,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",168,240,0.7,NA,NA,"IF","NA",10,"NA",1,"CAEP",NA,2,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",6,240,0.025,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",2,240,0.00833333333333333,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.75,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",19,240,0.0791666666666667,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1.4,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",21,240,0.0875,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,2.2,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",5,240,0.0208333333333333,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.98,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",14,240,0.0583333333333333,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1.9,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",12,240,0.05,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1.4,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",4.5,240,0.01875,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.37,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Cattle","NA",21,240,0.0875,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,1.7,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",9,273.6,0.0328947368421053,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.31,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",8,273.6,0.0292397660818713,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.29,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",6,273.6,0.0219298245614035,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.21,NA,"ug/mL",1
10,"Mikkonen et al.",2023,"Spatio-temporal trends in livestock exposure to per- and polyfluoroalkyl substances (PFAS) inform risk assessment and management measures","Environmental research",225,"1-14","Australia","AUS","Sheep","NA",6,273.6,0.0219298245614035,NA,NA,"NA","NA",10,"NA",1,"CAEP",NA,0.24,NA,"ug/mL",1
